Date,Open,High,Low,Close,Stock
2022-01-20,2725,2752.52001953125,2659.2900390625,2666.14990234375,GOOGL
2022-01-19,2730.469970703125,2759.18994140625,2700.31005859375,2702.330078125,GOOGL
2022-01-18,2723.5,2742.6298828125,2708.77001953125,2719.9599609375,GOOGL
2022-01-14,2741.580078125,2814.840087890625,2739.969970703125,2789.610107421875,GOOGL
2022-01-13,2830.800048828125,2857,2768.179931640625,2771.739990234375,GOOGL
2022-01-12,2823,2852.159912109375,2813.889892578125,2828.610107421875,GOOGL
2022-01-11,2760.139892578125,2804.320068359375,2733.85009765625,2794.719970703125,GOOGL
2022-01-10,2701.56005859375,2776.389892578125,2663.2900390625,2773.389892578125,GOOGL
2022-01-07,2762.909912109375,2768.969970703125,2715.330078125,2740.340087890625,GOOGL
2022-01-06,2739.969970703125,2798.800048828125,2731.169921875,2754.949951171875,GOOGL
2022-01-05,2888.39990234375,2889.989990234375,2753.760009765625,2755.5,GOOGL
2022-01-04,2907.919921875,2929.699951171875,2874.330078125,2887.989990234375,GOOGL
2022-01-03,2901.10009765625,2917.02001953125,2874.260009765625,2899.830078125,GOOGL
2021-12-31,2921,2933.969970703125,2897.0400390625,2897.0400390625,GOOGL
2021-12-30,2933.8798828125,2946,2919.889892578125,2924.010009765625,GOOGL
2021-12-29,2932.889892578125,2948.340087890625,2912.949951171875,2933.10009765625,GOOGL
2021-12-28,2964.719970703125,2965.97998046875,2921.090087890625,2933.739990234375,GOOGL
2021-12-27,2945.1201171875,2966.8798828125,2943.389892578125,2958.1298828125,GOOGL
2021-12-23,2930,2964.8701171875,2929.0400390625,2938.330078125,GOOGL
2021-12-22,2861.35009765625,2930,2861.35009765625,2928.300048828125,GOOGL
2021-12-21,2841.070068359375,2877.3798828125,2810.050048828125,2869.449951171875,GOOGL
2021-12-20,2800,2835.489990234375,2786.419921875,2832.139892578125,GOOGL
2021-12-17,2850,2876.68994140625,2826,2834.5,GOOGL
2021-12-16,2943.409912109375,2953.5400390625,2872.139892578125,2888.89990234375,GOOGL
2021-12-15,2868.179931640625,2934.419921875,2833.56005859375,2928.820068359375,GOOGL
2021-12-14,2879.360107421875,2889.60009765625,2824.300048828125,2878.139892578125,GOOGL
2021-12-13,2955.6298828125,2959.39990234375,2910.35009765625,2916.530029296875,GOOGL
2021-12-10,2974,2979.550048828125,2934.080078125,2960.030029296875,GOOGL
2021-12-09,2951.820068359375,2982,2942.300048828125,2952.77001953125,GOOGL
2021-12-08,2951.929931640625,2967.860107421875,2928.1201171875,2963.72998046875,GOOGL
2021-12-07,2911.929931640625,2950.6201171875,2904.550048828125,2945.389892578125,GOOGL
2021-12-06,2860.81005859375,2877.050048828125,2803,2863.10009765625,GOOGL
2021-12-03,2873.6201171875,2888,2806.02001953125,2840.030029296875,GOOGL
2021-12-02,2825,2877.2900390625,2804.2900390625,2859.320068359375,GOOGL
2021-12-01,2880,2919.010009765625,2818.239990234375,2821.030029296875,GOOGL
2021-11-30,2900.169921875,2920,2832.030029296875,2837.949951171875,GOOGL
2021-11-29,2880,2925.949951171875,2877.8701171875,2910.610107421875,GOOGL
2021-11-26,2886.969970703125,2891.14990234375,2836.85009765625,2843.659912109375,GOOGL
2021-11-24,2909.469970703125,2924.989990234375,2887.4599609375,2922.39990234375,GOOGL
2021-11-23,2923.06005859375,2933.199951171875,2882.300048828125,2915.639892578125,GOOGL
2021-11-22,2986.64990234375,2996.590087890625,2922.949951171875,2926.0400390625,GOOGL
2021-11-19,2999.510009765625,3019.330078125,2977.97998046875,2978.530029296875,GOOGL
2021-11-18,2964.830078125,3011.610107421875,2957.68994140625,2996.77001953125,GOOGL
2021-11-17,2960.550048828125,2971.18994140625,2944.800048828125,2960.93994140625,GOOGL
2021-11-16,2962.989990234375,2975.25,2946.25,2957.52001953125,GOOGL
2021-11-15,2978.010009765625,2990.989990234375,2951.5,2969.0400390625,GOOGL
2021-11-12,2932.31005859375,2977,2908.219970703125,2973.56005859375,GOOGL
2021-11-11,2929.7900390625,2950.7099609375,2912.010009765625,2915.330078125,GOOGL
2021-11-10,2950,2961.39990234375,2890.75,2917.8701171875,GOOGL
2021-11-09,2984.659912109375,2996.68994140625,2944.89990234375,2978.3701171875,GOOGL
2021-11-08,2996.5,3012.300048828125,2968.610107421875,2980.6201171875,GOOGL
2021-11-05,2983.389892578125,3006.550048828125,2963.93994140625,2977.0400390625,GOOGL
2021-11-04,2942.489990234375,2994.669921875,2926.159912109375,2965.35009765625,GOOGL
2021-11-03,2918.010009765625,2933.3798828125,2891.820068359375,2931.9599609375,GOOGL
2021-11-02,2891.590087890625,2932.179931640625,2886.7099609375,2908.64990234375,GOOGL
2021-11-01,2960.919921875,2960.919921875,2864.510009765625,2869.93994140625,GOOGL
2021-10-29,2901.56005859375,2964.840087890625,2892.989990234375,2960.919921875,GOOGL
2021-10-28,2942.68994140625,2943.159912109375,2892.5400390625,2916.97998046875,GOOGL
2021-10-27,2788.10009765625,2973,2788.10009765625,2924.35009765625,GOOGL
2021-10-26,2785.27001953125,2801.659912109375,2766.090087890625,2786.169921875,GOOGL
2021-10-25,2751,2760,2708.47998046875,2748.93994140625,GOOGL
2021-10-22,2783,2811.659912109375,2721.1201171875,2751.330078125,GOOGL
2021-10-21,2835.3798828125,2843.1201171875,2810,2837.719970703125,GOOGL
2021-10-20,2866.760009765625,2870.919921875,2827.530029296875,2835.3798828125,GOOGL
2021-10-19,2867.75,2873.25,2852,2864.739990234375,GOOGL
2021-10-18,2821.530029296875,2855.919921875,2821.389892578125,2855.56005859375,GOOGL
2021-10-15,2832.2900390625,2834.360107421875,2815.10009765625,2827.360107421875,GOOGL
2021-10-14,2789.47998046875,2826.75,2776.5,2823.02001953125,GOOGL
2021-10-13,2748.050048828125,2760,2730.3798828125,2751.639892578125,GOOGL
2021-10-12,2789.60009765625,2790.139892578125,2715.199951171875,2728.97998046875,GOOGL
2021-10-11,2785.840087890625,2814.239990234375,2777.179931640625,2778.280029296875,GOOGL
2021-10-08,2791.5400390625,2806.6201171875,2784.35009765625,2795.7099609375,GOOGL
2021-10-07,2777.840087890625,2800.840087890625,2773.02001953125,2784.5,GOOGL
2021-10-06,2695,2755,2691,2751.300048828125,GOOGL
2021-10-05,2680.820068359375,2744.489990234375,2680.820068359375,2720.4599609375,GOOGL
2021-10-04,2719.2099609375,2719.2099609375,2621,2673.18994140625,GOOGL
2021-10-01,2688.949951171875,2738.2099609375,2681.4599609375,2730.860107421875,GOOGL
2021-09-30,2685.22998046875,2710.85009765625,2671.1201171875,2673.52001953125,GOOGL
2021-09-29,2739.60009765625,2743.02001953125,2677.300048828125,2687.070068359375,GOOGL
2021-09-28,2773.10009765625,2781.929931640625,2707.199951171875,2716.60009765625,GOOGL
2021-09-27,2816.090087890625,2838.77001953125,2801.35009765625,2821.43994140625,GOOGL
2021-09-24,2810.77001953125,2846.610107421875,2804.820068359375,2844.300048828125,GOOGL
2021-09-23,2819.75,2833.929931640625,2808.030029296875,2824.320068359375,GOOGL
2021-09-22,2786.080078125,2817.739990234375,2771.030029296875,2805.669921875,GOOGL
2021-09-21,2794.989990234375,2800.22998046875,2765.56005859375,2780.659912109375,GOOGL
2021-09-20,2763.22998046875,2780,2726.43994140625,2774.389892578125,GOOGL
2021-09-17,2860.610107421875,2869,2809.39990234375,2816,GOOGL
2021-09-16,2879.010009765625,2886,2848.030029296875,2872.199951171875,GOOGL
2021-09-15,2855.429931640625,2889.010009765625,2826.949951171875,2888.590087890625,GOOGL
2021-09-14,2859.909912109375,2867.260009765625,2835,2850.889892578125,GOOGL
2021-09-13,2838.989990234375,2859,2825,2846.64990234375,GOOGL
2021-09-10,2884.25,2894.3701171875,2814.760009765625,2817.52001953125,GOOGL
2021-09-09,2876.81005859375,2886.2099609375,2863.550048828125,2870.820068359375,GOOGL
2021-09-08,2882,2888,2860,2873.820068359375,GOOGL
2021-09-07,2876.68994140625,2891.300048828125,2872.3798828125,2885.610107421875,GOOGL
2021-09-03,2861.610107421875,2883.10009765625,2848.010009765625,2874.7900390625,GOOGL
2021-09-02,2904.320068359375,2910.389892578125,2863.699951171875,2865.739990234375,GOOGL
2021-09-01,2900,2925.080078125,2897.669921875,2904.31005859375,GOOGL
2021-08-31,2902.93994140625,2903.429931640625,2885.6201171875,2893.949951171875,GOOGL
2021-08-30,2888,2919.409912109375,2883.260009765625,2891.81005859375,GOOGL
2021-08-27,2833.050048828125,2890.25,2829.93994140625,2880.080078125,GOOGL
2021-08-26,2835,2848.35009765625,2827.139892578125,2828.81005859375,GOOGL
2021-08-25,2832.5,2843.7900390625,2827.52001953125,2841.580078125,GOOGL
2021-08-24,2812.22998046875,2841.60009765625,2806.77001953125,2825.22998046875,GOOGL
2021-08-23,2759.389892578125,2817.489990234375,2752.14990234375,2800.830078125,GOOGL
2021-08-20,2720,2751.080078125,2705,2748.590087890625,GOOGL
2021-08-19,2688.7099609375,2727.050048828125,2685,2713.60009765625,GOOGL
2021-08-18,2730,2742.090087890625,2706.429931640625,2708.97998046875,GOOGL
2021-08-17,2755,2765.31005859375,2721.639892578125,2733.22998046875,GOOGL
2021-08-16,2750.5,2767.25,2705.97998046875,2766.18994140625,GOOGL
2021-08-13,2745,2757.1298828125,2740.659912109375,2754.550048828125,GOOGL
2021-08-12,2719.510009765625,2746,2708.510009765625,2743.8798828125,GOOGL
2021-08-11,2743.6298828125,2753.64990234375,2725.429931640625,2725.580078125,GOOGL
2021-08-10,2746.840087890625,2755.449951171875,2727.2900390625,2736.139892578125,GOOGL
2021-08-09,2718.85009765625,2743.679931640625,2706.7900390625,2738.260009765625,GOOGL
2021-08-06,2720.840087890625,2729.449951171875,2704.199951171875,2714.77001953125,GOOGL
2021-08-05,2713.610107421875,2727,2696.919921875,2725.030029296875,GOOGL
2021-08-04,2706.989990234375,2712.989990234375,2689.739990234375,2702.510009765625,GOOGL
2021-08-03,2702.699951171875,2714.639892578125,2666.389892578125,2712.60009765625,GOOGL
2021-08-02,2702.340087890625,2706.72998046875,2675.8798828125,2697.090087890625,GOOGL
2021-07-30,2700.699951171875,2706.090087890625,2685.10009765625,2694.530029296875,GOOGL
2021-07-29,2723,2733.219970703125,2710.860107421875,2715.550048828125,GOOGL
2021-07-28,2726.239990234375,2765.93994140625,2705.550048828125,2721.8798828125,GOOGL
2021-07-27,2685.010009765625,2687.97998046875,2602.080078125,2638,GOOGL
2021-07-26,2666.570068359375,2684.739990234375,2646.030029296875,2680.699951171875,GOOGL
2021-07-23,2608.610107421875,2667.97998046875,2596.010009765625,2660.300048828125,GOOGL
2021-07-22,2556.8798828125,2569.659912109375,2549.97998046875,2568.429931640625,GOOGL
2021-07-21,2522.669921875,2551.919921875,2520.469970703125,2550.97998046875,GOOGL
2021-07-20,2510.550048828125,2540.860107421875,2487.010009765625,2524.18994140625,GOOGL
2021-07-19,2521.7900390625,2524.10009765625,2470.10009765625,2491.56005859375,GOOGL
2021-07-16,2553.260009765625,2556.22998046875,2523.070068359375,2539.39990234375,GOOGL
2021-07-15,2572.97998046875,2574,2530.60009765625,2540.10009765625,GOOGL
2021-07-14,2559.159912109375,2586.530029296875,2558.2900390625,2564.739990234375,GOOGL
2021-07-13,2540.77001953125,2561.14990234375,2533.489990234375,2546.830078125,GOOGL
2021-07-12,2523.56005859375,2541.389892578125,2512.219970703125,2539.510009765625,GOOGL
2021-07-09,2500.5,2514.68994140625,2491.030029296875,2510.3701171875,GOOGL
2021-07-08,2480.52001953125,2511.909912109375,2480.43994140625,2500.8798828125,GOOGL
2021-07-07,2543.239990234375,2545.679931640625,2523.06005859375,2529.47998046875,GOOGL
2021-07-06,2512.969970703125,2528.56005859375,2491.64990234375,2523.800048828125,GOOGL
2021-07-02,2463,2508.080078125,2461.18994140625,2505.14990234375,GOOGL
2021-07-01,2434.5,2451.739990234375,2430.6298828125,2448.889892578125,GOOGL
2021-06-30,2439.889892578125,2445.139892578125,2427.090087890625,2441.7900390625,GOOGL
2021-06-29,2453.409912109375,2460.419921875,2433.820068359375,2445.449951171875,GOOGL
2021-06-28,2453.570068359375,2455.699951171875,2428.110107421875,2450.719970703125,GOOGL
2021-06-25,2440,2452.659912109375,2431.300048828125,2450.169921875,GOOGL
2021-06-24,2454,2461.110107421875,2446,2450,GOOGL
2021-06-23,2441.8701171875,2461.909912109375,2436.68994140625,2442.5400390625,GOOGL
2021-06-22,2435,2448,2421.280029296875,2446.610107421875,GOOGL
2021-06-21,2410.010009765625,2440,2397.969970703125,2436.25,GOOGL
2021-06-18,2427.340087890625,2432.06005859375,2400.300048828125,2402.219970703125,GOOGL
2021-06-17,2413.949951171875,2450.449951171875,2410,2434.8701171875,GOOGL
2021-06-16,2431.43994140625,2437.719970703125,2389.39990234375,2415.449951171875,GOOGL
2021-06-15,2449,2455.510009765625,2421.1201171875,2428.389892578125,GOOGL
2021-06-14,2432.260009765625,2448.919921875,2418,2448.909912109375,GOOGL
2021-06-11,2440,2441.719970703125,2418.9599609375,2430.199951171875,GOOGL
2021-06-10,2406.919921875,2436,2403.780029296875,2435.1298828125,GOOGL
2021-06-09,2411.429931640625,2412.8798828125,2396.89990234375,2407.93994140625,GOOGL
2021-06-08,2412.010009765625,2419.52001953125,2394.780029296875,2398.43994140625,GOOGL
2021-06-07,2389.43994140625,2404.510009765625,2381,2402.300048828125,GOOGL
2021-06-04,2369.27001953125,2399.030029296875,2362.409912109375,2393.570068359375,GOOGL
2021-06-03,2345.72998046875,2357.02001953125,2329.52001953125,2347.580078125,GOOGL
2021-06-02,2389.14990234375,2393.639892578125,2352.360107421875,2370.590087890625,GOOGL
2021-06-01,2374.43994140625,2385.7099609375,2354.280029296875,2381.179931640625,GOOGL
2021-05-28,2374.419921875,2376.070068359375,2352.85009765625,2356.85009765625,GOOGL
2021-05-27,2389.050048828125,2389.050048828125,2356.260009765625,2362.679931640625,GOOGL
2021-05-26,2366.52001953125,2388.989990234375,2366.4599609375,2380.31005859375,GOOGL
2021-05-25,2372,2384,2355,2362.8701171875,GOOGL
2021-05-24,2314.889892578125,2365.550048828125,2311.9599609375,2361.0400390625,GOOGL
2021-05-21,2317.409912109375,2318.889892578125,2289.300048828125,2294.1298828125,GOOGL
2021-05-20,2291,2312,2283.52001953125,2306.949951171875,GOOGL
2021-05-19,2228.429931640625,2274.989990234375,2225.43994140625,2271.5,GOOGL
2021-05-18,2302.35009765625,2307.679931640625,2262.18994140625,2262.469970703125,GOOGL
2021-05-17,2263.570068359375,2289.780029296875,2255.510009765625,2288.919921875,GOOGL
2021-05-14,2258.5400390625,2284.719970703125,2250,2278.3798828125,GOOGL
2021-05-13,2226.1201171875,2239.43994140625,2206.719970703125,2229.0400390625,GOOGL
2021-05-12,2226.18994140625,2247.97998046875,2193.6201171875,2200.25,GOOGL
2021-05-11,2243.070068359375,2280.280029296875,2233.919921875,2270.06005859375,GOOGL
2021-05-10,2328.139892578125,2331,2284.5400390625,2291.75,GOOGL
2021-05-07,2363.889892578125,2371.25,2346.159912109375,2351.929931640625,GOOGL
2021-05-06,2306.330078125,2337.35009765625,2293.0400390625,2337.35009765625,GOOGL
2021-05-05,2328.6298828125,2335,2308.280029296875,2314.77001953125,GOOGL
2021-05-04,2313.550048828125,2324.989990234375,2256.679931640625,2306.830078125,GOOGL
2021-05-03,2364.909912109375,2381.550048828125,2335.5,2343.080078125,GOOGL
2021-04-30,2368.02001953125,2381.85009765625,2346.56005859375,2353.5,GOOGL
2021-04-29,2389.22998046875,2404.159912109375,2373.85009765625,2392.760009765625,GOOGL
2021-04-28,2392.5,2431.3798828125,2353.219970703125,2359.0400390625,GOOGL
2021-04-27,2317.6298828125,2318.449951171875,2286.159912109375,2290.97998046875,GOOGL
2021-04-26,2304.52001953125,2324.530029296875,2297.320068359375,2309.929931640625,GOOGL
2021-04-23,2267,2306.1201171875,2261.25,2299.929931640625,GOOGL
2021-04-22,2275.39990234375,2288.8798828125,2240.320068359375,2252.52001953125,GOOGL
2021-04-21,2272.050048828125,2280,2244.820068359375,2278.35009765625,GOOGL
2021-04-20,2297.489990234375,2299,2257.1201171875,2279.010009765625,GOOGL
2021-04-19,2270.179931640625,2304.090087890625,2270.179931640625,2289.760009765625,GOOGL
2021-04-16,2289.239990234375,2294.239990234375,2270.919921875,2282.75,GOOGL
2021-04-15,2261.949951171875,2296,2251.169921875,2285.25,GOOGL
2021-04-14,2267.429931640625,2267.429931640625,2236.02001953125,2241.909912109375,GOOGL
2022-04-13,211.82000732421875,216.61000061035156,211.3300018310547,214.99000549316406,FB
2022-04-12,220.24000549316406,222.02999877929688,213.1300048828125,214.13999938964844,FB
2022-04-11,218.4199981689453,220.61000061035156,215.22000122070312,216.4600067138672,FB
2022-04-08,222.3800048828125,225.1300048828125,220.02999877929688,222.3300018310547,FB
2022-04-07,223.92999267578125,225.52000427246094,218.55999755859375,222.9499969482422,FB
2022-04-06,226.91000366210938,228.99000549316406,221.41000366210938,223.3000030517578,FB
2022-04-05,234.0800018310547,236.86000061035156,231.02000427246094,231.83999633789062,FB
2022-04-04,225.97999572753906,234.35000610351562,225.86000061035156,233.88999938964844,FB
2022-04-01,224.5500030517578,227.27999877929688,222.6999969482422,224.85000610351562,FB
2022-03-31,228.4499969482422,228.49000549316406,222.25999450683594,222.36000061035156,FB
2022-03-30,228.91000366210938,231.14999389648438,226.7100067138672,227.85000610351562,FB
2022-03-29,226.07000732421875,230.88999938964844,225.2899932861328,229.86000061035156,FB
2022-03-28,222.1300048828125,224.0399932861328,219.5399932861328,223.58999633789062,FB
2022-03-25,220.50999450683594,225.5,218.88999938964844,221.82000732421875,FB
2022-03-24,215,220.6699981689453,214.7899932861328,219.57000732421875,FB
2022-03-23,213.3300018310547,216.8000030517578,212.16000366210938,213.4600067138672,FB
2022-03-22,211.3699951171875,219.4600067138672,210.17999267578125,216.64999389648438,FB
2022-03-21,214.5,214.7100067138672,207.6300048828125,211.49000549316406,FB
2022-03-18,206.6999969482422,216.8000030517578,206,216.49000549316406,FB
2022-03-17,201.6999969482422,208.0399932861328,201.11000061035156,207.83999633789062,FB
2022-03-16,194.6999969482422,203.72999572753906,194.52000427246094,203.6300048828125,FB
2022-03-15,190.8000030517578,192.27999877929688,185.91000366210938,192.02999877929688,FB
2022-03-14,187.02999877929688,192.2899932861328,185.82000732421875,186.6300048828125,FB
2022-03-11,192.63999938964844,193.55999755859375,186.6699981689453,187.61000061035156,FB
2022-03-10,194.83999633789062,196.27999877929688,191.07000732421875,195.2100067138672,FB
2022-03-09,195.74000549316406,199.10000610351562,193.9199981689453,198.5,FB
2022-03-08,187.85000610351562,196.6999969482422,186.11000061035156,190.2899932861328,FB
2022-03-07,200.7899932861328,200.88999938964844,187.27999877929688,187.47000122070312,FB
2022-03-04,202.3699951171875,205.88999938964844,198.7899932861328,200.05999755859375,FB
2022-03-03,209.02000427246094,209.0800018310547,201.4199981689453,202.97000122070312,FB
2022-03-02,204.77999877929688,209.14999389648438,202.02000427246094,208.11000061035156,FB
2022-03-01,209.8699951171875,211.75,202.22000122070312,203.49000549316406,FB
2022-02-28,207.67999267578125,213.14999389648438,206.8300018310547,211.02999877929688,FB
2022-02-25,204.94000244140625,211.32000732421875,203.17999267578125,210.47999572753906,FB
2022-02-24,191.05999755859375,208.35000610351562,190.22000122070312,207.60000610351562,FB
2022-02-23,204.16000366210938,206.94000244140625,198.0500030517578,198.4499969482422,FB
2022-02-22,202.33999633789062,207.47999572753906,200.05999755859375,202.0800018310547,FB
2022-02-18,209.38999938964844,210.75,205.17999267578125,206.16000366210938,FB
2022-02-17,214.02000427246094,217.5,207.16000366210938,207.7100067138672,FB
2022-02-16,212.41000366210938,217.4600067138672,212.36000061035156,216.5399932861328,FB
2022-02-15,220.47000122070312,221.14999389648438,215.05999755859375,221,FB
2022-02-14,219.30999755859375,221,214.77999877929688,217.6999969482422,FB
2022-02-11,228.4600067138672,230.4199981689453,218.77000427246094,219.5500030517578,FB
2022-02-10,228.27000427246094,235,226.6999969482422,228.07000732421875,FB
2022-02-09,224.1999969482422,233.3699951171875,222.2100067138672,232,FB
2022-02-08,220.85000610351562,225.77000427246094,216.14999389648438,220.17999267578125,FB
2022-02-07,237.6999969482422,238.3000030517578,224.00999450683594,224.91000366210938,FB
2022-02-04,234.97000122070312,242.61000061035156,230.11000061035156,237.08999633789062,FB
2022-02-03,244.64999389648438,248,235.75,237.75999450683594,FB
2022-02-02,327.82000732421875,328,316.8699951171875,323,FB
2022-02-01,314.55999755859375,319.6600036621094,312.1199951171875,319,FB
2022-01-31,300.67999267578125,313.7900085449219,299.32000732421875,313.260009765625,FB
2022-01-28,295.6199951171875,301.8999938964844,293.0299987792969,301.7099914550781,FB
2022-01-27,297.75,301.7099914550781,294.260009765625,294.6400146484375,FB
2022-01-26,307.010009765625,307.510009765625,290.8500061035156,294.6300048828125,FB
2022-01-25,299.95001220703125,306.2300109863281,297.5799865722656,300.1499938964844,FB
2022-01-24,297.8399963378906,309.5299987792969,289.010009765625,308.7099914550781,FB
2022-01-21,314.80999755859375,318.30999755859375,303.0400085449219,303.1700134277344,FB
2022-01-20,323.8999938964844,327.82000732421875,315.9800109863281,316.55999755859375,FB
2022-01-19,319.5799865722656,327.1000061035156,319.3299865722656,319.5899963378906,FB
2022-01-18,323.2900085449219,324.2099914550781,317.6400146484375,318.1499938964844,FB
2022-01-14,321.7900085449219,332.7300109863281,321.2099914550781,331.8999938964844,FB
2022-01-13,334.9800109863281,335.6300048828125,325.760009765625,326.4800109863281,FB
2022-01-12,335.17999267578125,336.3699951171875,330.0299987792969,333.260009765625,FB
2022-01-11,326.7799987792969,334.6300048828125,325.2799987792969,334.3699951171875,FB
2022-01-10,325.30999755859375,328.3399963378906,315.42999267578125,328.07000732421875,FB
2022-01-07,332.739990234375,337,328.8800048828125,331.7900085449219,FB
2022-01-06,322.82000732421875,339.1700134277344,322.7200012207031,332.4599914550781,FB
2022-01-05,333.0199890136719,335.760009765625,323.8399963378906,324.1700134277344,FB
2022-01-04,339.95001220703125,343.0899963378906,331.8699951171875,336.5299987792969,FB
2022-01-03,338.29998779296875,341.0799865722656,337.19000244140625,338.5400085449219,FB
2021-12-31,343.0199890136719,343.44000244140625,336.2699890136719,336.3500061035156,FB
2021-12-30,344,347.2300109863281,343.2200012207031,344.3599853515625,FB
2021-12-29,346.9100036621094,349.69000244140625,341.6400146484375,342.94000244140625,FB
2021-12-28,346.6300048828125,352.7099914550781,345.20001220703125,346.2200012207031,FB
2021-12-27,338.8500061035156,347.8699951171875,338.010009765625,346.17999267578125,FB
2021-12-23,330.1000061035156,336.6700134277344,328.3599853515625,335.239990234375,FB
2021-12-22,333.79998779296875,334.510009765625,328.260009765625,330.45001220703125,FB
2021-12-21,326.4100036621094,336,323.75,334.20001220703125,FB
2021-12-20,329.7799987792969,329.8999938964844,322.5299987792969,325.45001220703125,FB
